trip_id,start_time,end_time,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
21743682,2019-01-01 16:09:30,2019-01-01 16:13:50,1343,260.0,343,Racine Ave & Wrightwood Ave,67,Sheffield Ave & Fullerton Ave,Subscriber,Female,1958
21743685,2019-01-01 16:10:35,2019-01-01 16:23:34,5005,779.0,284,Michigan Ave & Jackson Blvd,3,Shedd Aquarium,Customer,,
21743687,2019-01-01 16:10:54,2019-01-04 15:34:30,3591,"257,016.0",284,Michigan Ave & Jackson Blvd,3,Shedd Aquarium,Customer,,
21743689,2019-01-01 16:11:08,2019-01-01 16:24:37,5704,809.0,284,Michigan Ave & Jackson Blvd,3,Shedd Aquarium,Customer,,
21743690,2019-01-01 16:11:17,2019-01-01 16:15:16,3389,239.0,24,Fairbanks Ct & Grand Ave,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Male,1951
21743691,2019-01-01 16:11:28,2019-01-01 16:23:42,1716,734.0,284,Michigan Ave & Jackson Blvd,3,Shedd Aquarium,Customer,,
21743692,2019-01-01 16:11:33,2019-01-01 16:20:18,5427,525.0,289,Wells St & Concord Ln,324,Stockton Dr & Wrightwood Ave,Subscriber,Male,1994
21743694,2019-01-01 16:12:06,2019-01-01 16:20:47,3978,521.0,115,Sheffield Ave & Wellington Ave,227,Southport Ave & Waveland Ave,Subscriber,Male,1987
21743695,2019-01-01 16:12:19,2019-01-01 16:36:53,4202,"1,474.0",319,Greenview Ave & Diversey Pkwy,374,Western Ave & Walton St,Subscriber,Female,1983
21743699,2019-01-01 16:13:45,2019-01-01 16:36:17,401,"1,352.0",332,Burling St (Halsted) & Diversey Pkwy (Temp),145,Mies van der Rohe Way & Chestnut St,Subscriber,Male,1990
21743704,2019-01-01 16:14:58,2019-01-01 16:23:48,4813,530.0,284,Michigan Ave & Jackson Blvd,3,Shedd Aquarium,Customer,,
21743706,2019-01-01 16:15:24,2019-01-01 16:31:37,3149,973.0,217,Racine Ave (May St) & Fulton St,376,Artesian Ave & Hubbard St,Subscriber,Male,1959
21743708,2019-01-01 16:15:50,2019-01-01 16:30:58,3546,908.0,511,Albany Ave & Bloomingdale Ave,158,Milwaukee Ave & Wabansia Ave,Subscriber,Male,1985
21743711,2019-01-01 16:16:04,2019-01-01 16:31:06,3710,902.0,511,Albany Ave & Bloomingdale Ave,158,Milwaukee Ave & Wabansia Ave,Subscriber,Female,1986
21743713,2019-01-01 16:16:26,2019-01-01 16:20:14,1609,228.0,50,Clark St & Ida B Wells Dr,394,Clark St & 9th St (AMLI),Subscriber,,
21743718,2019-01-01 16:17:22,2019-01-01 16:24:22,2013,420.0,430,MLK Jr Dr & 63rd St,390,Wentworth Ave & 63rd St,Subscriber,Male,1985
21743721,2019-01-01 16:17:57,2019-01-01 16:24:35,1667,398.0,244,Ravenswood Ave & Irving Park Rd,230,Lincoln Ave & Roscoe St,Subscriber,Male,1985
21743724,2019-01-01 16:19:39,2019-01-01 16:48:52,24,"1,753.0",303,Broadway & Cornelia Ave,212,Wells St & Hubbard St,Subscriber,Male,1991
21743725,2019-01-01 16:19:53,2019-01-01 16:25:30,1666,337.0,194,Wabash Ave & Wacker Pl,133,Kingsbury St & Kinzie St,Subscriber,Male,1979
21743726,2019-01-01 16:19:56,2019-01-01 16:30:01,715,605.0,180,Ritchie Ct & Banks St,24,Fairbanks Ct & Grand Ave,Subscriber,Male,1991
21743727,2019-01-01 16:19:59,2019-01-01 16:30:01,1466,602.0,180,Ritchie Ct & Banks St,24,Fairbanks Ct & Grand Ave,Subscriber,Female,1992
21743728,2019-01-01 16:20:02,2019-01-01 16:25:14,288,312.0,123,California Ave & Milwaukee Ave,290,Kedzie Ave & Palmer Ct,Subscriber,Male,1963
21743732,2019-01-01 16:20:35,2019-01-01 16:26:29,1279,354.0,134,Peoria St & Jackson Blvd,414,Canal St & Taylor St,Subscriber,Male,1985
21743733,2019-01-01 16:20:43,2019-01-01 16:27:12,4812,389.0,347,Ashland Ave & Grace St,228,Damen Ave & Melrose Ave,Subscriber,Male,1988
21743736,2019-01-01 16:21:46,2019-01-01 16:33:31,5050,705.0,165,Clark St & Grace St,334,Lake Shore Dr & Belmont Ave,Subscriber,Male,1985
21743737,2019-01-01 16:22:08,2019-01-01 16:31:54,2888,586.0,365,Halsted St & North Branch St,350,Ashland Ave & Chicago Ave,Subscriber,Male,1992
21743738,2019-01-01 16:22:10,2019-01-01 16:27:13,5922,303.0,419,Lake Park Ave & 53rd St,267,Lake Park Ave & 47th St,Subscriber,,1968
21743739,2019-01-01 16:22:19,2019-01-01 16:25:36,6252,197.0,359,Larrabee St & Division St,331,Halsted St & Clybourn Ave (*),Subscriber,Male,1994
21743741,2019-01-01 16:22:40,2019-01-01 16:29:13,4899,393.0,347,Ashland Ave & Grace St,230,Lincoln Ave & Roscoe St,Subscriber,Male,1986
21743743,2019-01-01 16:22:56,2019-01-01 16:53:01,2322,"1,805.0",134,Peoria St & Jackson Blvd,127,Lincoln Ave & Fullerton Ave,Subscriber,Female,1962
21743745,2019-01-01 16:23:31,2019-01-01 16:26:43,6162,192.0,314,Ravenswood Ave & Berteau Ave,244,Ravenswood Ave & Irving Park Rd,Subscriber,Female,1958
21743747,2019-01-01 16:24:04,2019-01-01 16:29:08,1343,304.0,67,Sheffield Ave & Fullerton Ave,343,Racine Ave & Wrightwood Ave,Subscriber,Female,1958
21743749,2019-01-01 16:23:57,2019-01-01 16:46:31,2726,"1,354.0",273,Michigan Ave & 18th St,273,Michigan Ave & 18th St,Subscriber,Male,1981
21743751,2019-01-01 16:24:48,2019-01-01 16:36:07,976,679.0,140,Dearborn Pkwy & Delaware Pl,289,Wells St & Concord Ln,Subscriber,Male,1993
21743752,2019-01-01 16:24:56,2019-01-01 16:43:44,2290,"1,128.0",486,Oakley Ave & Irving Park Rd,325,Clark St & Winnemac Ave,Subscriber,Female,1959
21743753,2019-01-01 16:25:33,2019-01-01 16:32:07,200,394.0,54,Ogden Ave & Chicago Ave,359,Larrabee St & Division St,Subscriber,Female,1993
21743755,2019-01-01 16:26:28,2019-01-01 16:37:37,2728,669.0,319,Greenview Ave & Diversey Pkwy,331,Halsted St & Clybourn Ave (*),Subscriber,Male,1986
21743756,2019-01-01 16:27:29,2019-01-01 16:38:39,5276,670.0,176,Clark St & Elm St,49,Dearborn St & Monroe St,Subscriber,Male,1982
21743757,2019-01-01 16:28:33,2019-01-01 16:37:36,6162,543.0,244,Ravenswood Ave & Irving Park Rd,244,Ravenswood Ave & Irving Park Rd,Subscriber,Female,1958
21743758,2019-01-01 16:29:00,2019-01-01 16:37:29,3714,509.0,394,Clark St & 9th St (AMLI),33,State St & Van Buren St,Subscriber,,
21743759,2019-01-01 16:29:19,2019-01-01 16:33:52,3444,273.0,237,MLK Jr Dr & 29th St,272,Indiana Ave & 31st St,Subscriber,Male,1986
21743760,2019-01-01 16:29:32,2019-01-01 16:30:54,4305,82.0,224,Halsted St & Willow St,93,Sheffield Ave & Willow St,Subscriber,Male,1991
21743761,2019-01-01 16:29:34,2019-01-01 16:45:04,6288,930.0,198,Green St & Madison St,24,Fairbanks Ct & Grand Ave,Subscriber,Male,1982
21743763,2019-01-01 16:29:51,2019-01-01 16:31:24,4885,93.0,349,Halsted St & Wrightwood Ave,127,Lincoln Ave & Fullerton Ave,Subscriber,Male,1990
21743765,2019-01-01 16:30:09,2019-01-01 16:41:29,5265,680.0,195,Columbus Dr & Randolph St,255,Indiana Ave & Roosevelt Rd,Subscriber,Female,1980
21743766,2019-01-01 16:30:23,2019-01-01 16:32:46,4976,143.0,349,Halsted St & Wrightwood Ave,340,Clark St & Wrightwood Ave,Subscriber,Male,1988
21743767,2019-01-01 16:30:31,2019-01-01 16:58:48,6128,"1,697.0",322,Kimbark Ave & 53rd St,419,Lake Park Ave & 53rd St,Customer,,
21743769,2019-01-01 16:31:46,2019-01-01 16:57:27,1709,"1,541.0",490,Troy St & Elston Ave,114,Sheffield Ave & Waveland Ave,Subscriber,Female,1996
21743770,2019-01-01 16:33:15,2019-01-01 16:39:09,2873,354.0,374,Western Ave & Walton St,376,Artesian Ave & Hubbard St,Subscriber,Male,1967
21743772,2019-01-01 16:33:22,2019-01-01 16:53:34,1749,"1,212.0",127,Lincoln Ave & Fullerton Ave,333,Ashland Ave & Blackhawk St,Subscriber,Male,1990
21743774,2019-01-01 16:34:04,2019-01-01 16:41:15,2561,431.0,93,Sheffield Ave & Willow St,141,Clark St & Lincoln Ave,Subscriber,Male,1985
21743775,2019-01-01 16:34:37,2019-01-01 16:44:32,306,595.0,115,Sheffield Ave & Wellington Ave,331,Halsted St & Clybourn Ave (*),Subscriber,Male,1992
21743776,2019-01-01 16:34:41,2019-01-01 16:36:07,5173,86.0,620,Orleans St & Chestnut St (NEXT Apts),31,Franklin St & Chicago Ave,Subscriber,,1985
21743777,2019-01-01 16:35:31,2019-01-01 16:39:51,6119,260.0,110,Dearborn St & Erie St,620,Orleans St & Chestnut St (NEXT Apts),Subscriber,Male,1995
21743778,2019-01-01 16:36:32,2019-01-01 16:38:06,4305,94.0,93,Sheffield Ave & Willow St,224,Halsted St & Willow St,Subscriber,Male,1991
21743779,2019-01-01 16:36:35,2019-01-01 16:41:56,1688,321.0,5,State St & Harrison St,414,Canal St & Taylor St,Subscriber,Male,1989
21743780,2019-01-01 16:37:00,2019-01-01 16:56:25,4196,"1,165.0",454,Broadway & Granville Ave,655,Hoyne Ave & Balmoral Ave,Subscriber,Male,1966
21743781,2019-01-01 16:37:17,2019-01-01 16:48:23,5783,666.0,87,Racine Ave & Fullerton Ave,230,Lincoln Ave & Roscoe St,Subscriber,Male,1990
21743782,2019-01-01 16:37:25,2019-01-01 16:43:24,4091,359.0,304,Broadway & Waveland Ave,306,Sheridan Rd & Buena Ave,Subscriber,Male,1996
21743783,2019-01-01 16:37:42,2019-01-01 16:42:17,787,275.0,502,California Ave & Altgeld St,259,California Ave & Francis Pl,Subscriber,Male,1991
21743784,2019-01-01 16:37:53,2019-01-01 16:42:58,5099,305.0,327,Sheffield Ave & Webster Ave,20,Sheffield Ave & Kingsbury St,Subscriber,Male,1994
21743785,2019-01-01 16:37:50,2019-01-01 16:46:52,1083,542.0,321,Wabash Ave & 9th St,341,Adler Planetarium,Subscriber,Female,1984
21743786,2019-01-01 16:37:50,2019-01-01 16:47:46,2019,596.0,321,Wabash Ave & 9th St,341,Adler Planetarium,Subscriber,Male,1986
21743787,2019-01-01 16:37:59,2019-01-01 17:10:49,3335,"1,970.0",181,LaSalle St & Illinois St,199,Wabash Ave & Grand Ave,Subscriber,Female,1979
21743788,2019-01-01 16:38:07,2019-01-01 16:53:34,4732,927.0,144,Larrabee St & Webster Ave,333,Ashland Ave & Blackhawk St,Subscriber,Male,1992
21743789,2019-01-01 16:38:17,2019-01-01 16:43:19,4662,302.0,50,Clark St & Ida B Wells Dr,49,Dearborn St & Monroe St,Subscriber,Male,1952
21743790,2019-01-01 16:38:22,2019-01-01 17:00:34,2988,"1,332.0",131,Lincoln Ave & Belmont Ave,130,Damen Ave & Division St,Subscriber,Male,1989
21743791,2019-01-01 16:38:40,2019-01-01 16:43:29,2537,289.0,325,Clark St & Winnemac Ave,344,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1956
21743792,2019-01-01 16:38:45,2019-01-01 16:49:00,4735,615.0,329,Lake Shore Dr & Diversey Pkwy,141,Clark St & Lincoln Ave,Subscriber,Male,1994
21743793,2019-01-01 16:39:10,2019-01-01 16:42:25,3457,195.0,220,Clark St & Drummond Pl,313,Lakeview Ave & Fullerton Pkwy,Subscriber,Male,1988
21743794,2019-01-01 16:39:10,2019-01-01 16:49:04,6162,594.0,244,Ravenswood Ave & Irving Park Rd,244,Ravenswood Ave & Irving Park Rd,Subscriber,Female,1958
21743795,2019-01-01 16:39:14,2019-01-01 16:57:33,742,"1,099.0",131,Lincoln Ave & Belmont Ave,472,Lincoln Ave & Winona St,Subscriber,Male,1984
21743796,2019-01-01 16:39:21,2019-01-01 16:47:24,6286,483.0,198,Green St & Madison St,212,Wells St & Hubbard St,Subscriber,Male,1988
21743798,2019-01-01 16:40:09,2019-01-01 16:45:29,1057,320.0,20,Sheffield Ave & Kingsbury St,27,Larrabee St & North Ave,Subscriber,Male,1990
21743800,2019-01-01 16:40:53,2019-01-01 16:45:07,976,254.0,289,Wells St & Concord Ln,236,Sedgwick St & Schiller St,Subscriber,Male,1993
21743802,2019-01-01 16:41:54,2019-01-01 16:49:15,1698,441.0,37,Dearborn St & Adams St,107,Desplaines St & Jackson Blvd,Subscriber,Male,1969
21743804,2019-01-01 16:42:56,2019-01-01 16:49:01,2898,365.0,414,Canal St & Taylor St,638,Clinton St & Jackson Blvd (*),Subscriber,Male,1975
21743805,2019-01-01 16:42:56,2019-01-01 16:48:41,5244,345.0,161,Rush St & Superior St,145,Mies van der Rohe Way & Chestnut St,Subscriber,,1982
21743806,2019-01-01 16:43:20,2019-01-01 16:58:38,4814,918.0,56,Desplaines St & Kinzie St,41,Federal St & Polk St,Subscriber,Female,1983
21743807,2019-01-01 16:43:27,2019-01-01 16:56:36,4912,789.0,302,Sheffield Ave & Wrightwood Ave,291,Wells St & Evergreen Ave,Customer,Male,1990
21743808,2019-01-01 16:43:29,2019-01-01 16:47:12,4140,223.0,162,Damen Ave & Wellington Ave,250,Ashland Ave & Wellington Ave,Subscriber,Female,1982
21743809,2019-01-01 16:43:47,2019-01-01 16:45:05,5173,78.0,31,Franklin St & Chicago Ave,620,Orleans St & Chestnut St (NEXT Apts),Subscriber,,1985
21743810,2019-01-01 16:43:58,2019-01-01 16:46:36,5745,158.0,340,Clark St & Wrightwood Ave,349,Halsted St & Wrightwood Ave,Subscriber,Male,1988
21743812,2019-01-01 16:45:19,2019-01-01 16:51:32,6444,373.0,220,Clark St & Drummond Pl,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1992
21743813,2019-01-01 16:45:30,2019-01-01 16:52:22,5992,412.0,294,Broadway & Berwyn Ave,325,Clark St & Winnemac Ave,Subscriber,Male,1984
21743814,2019-01-01 16:45:35,2019-01-01 16:50:15,6271,280.0,112,Green St & Randolph St,18,Wacker Dr & Washington St,Subscriber,Male,1989
21743815,2019-01-01 16:46:03,2019-01-01 17:04:55,1938,"1,132.0",217,Racine Ave (May St) & Fulton St,26,McClurg Ct & Illinois St,Subscriber,Male,1989
21743816,2019-01-01 16:46:54,2019-01-01 16:50:38,5254,224.0,21,Aberdeen St & Jackson Blvd,198,Green St & Madison St,Subscriber,Male,1993
21743817,2019-01-01 16:47:06,2019-01-01 16:53:28,6346,382.0,339,Emerald Ave & 31st St,278,Wallace St & 35th St,Subscriber,Male,1982
21743818,2019-01-01 16:48:10,2019-01-01 16:57:01,2087,531.0,85,Michigan Ave & Oak St,289,Wells St & Concord Ln,Subscriber,Male,1983
21743819,2019-01-01 16:48:45,2019-01-01 16:59:09,1485,624.0,112,Green St & Randolph St,48,Larrabee St & Kingsbury St,Subscriber,Male,1991
21743820,2019-01-01 16:49:08,2019-01-01 17:21:16,64,"1,928.0",337,Clark St & Chicago Ave,337,Clark St & Chicago Ave,Customer,,
21743821,2019-01-01 16:49:10,2019-01-01 17:04:47,5847,937.0,346,Ada St & Washington Blvd,205,Paulina St & 18th St,Subscriber,Male,1989
21743822,2019-01-01 16:49:50,2019-01-01 17:03:57,6355,847.0,131,Lincoln Ave & Belmont Ave,501,Richmond St & Diversey Ave,Subscriber,Male,1985
21743823,2019-01-01 16:50:31,2019-01-01 16:59:34,6162,543.0,244,Ravenswood Ave & Irving Park Rd,244,Ravenswood Ave & Irving Park Rd,Subscriber,Female,1958
21743824,2019-01-01 16:51:33,2019-01-01 16:58:04,4897,391.0,501,Richmond St & Diversey Ave,260,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1983
21743825,2019-01-01 16:54:08,2019-01-01 17:12:27,92,"1,099.0",504,Campbell Ave & Fullerton Ave,637,Wood St & Chicago Ave (*),Subscriber,Male,1972
21743826,2019-01-01 16:54:20,2019-01-01 17:07:52,5188,812.0,37,Dearborn St & Adams St,90,Millennium Park,Customer,,
21743827,2019-01-01 16:54:27,2019-01-01 17:04:51,5427,624.0,324,Stockton Dr & Wrightwood Ave,289,Wells St & Concord Ln,Subscriber,Male,1986
21743828,2019-01-01 16:54:29,2019-01-01 17:10:31,2233,962.0,52,Michigan Ave & Lake St,107,Desplaines St & Jackson Blvd,Subscriber,Female,1996
21743829,2019-01-01 16:54:39,2019-01-01 16:57:28,740,169.0,46,Wells St & Walton St,53,Wells St & Huron St,Subscriber,Female,1995
21743830,2019-01-01 16:54:43,2019-01-01 17:04:37,6397,594.0,195,Columbus Dr & Randolph St,181,LaSalle St & Illinois St,Subscriber,Female,1989
21743831,2019-01-01 16:55:34,2019-01-01 17:04:37,6372,543.0,195,Columbus Dr & Randolph St,181,LaSalle St & Illinois St,Subscriber,Male,1989
21743832,2019-01-01 16:55:48,2019-01-01 17:09:51,4418,843.0,43,Michigan Ave & Washington St,181,LaSalle St & Illinois St,Customer,Male,1992
21743833,2019-01-01 16:55:57,2019-01-01 17:10:09,3091,852.0,43,Michigan Ave & Washington St,181,LaSalle St & Illinois St,Customer,Male,1992
21743834,2019-01-01 16:53:36,2019-01-01 17:02:22,6387,526.0,304,Broadway & Waveland Ave,340,Clark St & Wrightwood Ave,Subscriber,Male,1990
21743835,2019-01-01 16:56:29,2019-01-01 17:03:02,2726,393.0,273,Michigan Ave & 18th St,321,Wabash Ave & 9th St,Subscriber,Male,1993
21743837,2019-01-01 16:56:33,2019-01-01 17:00:05,5926,212.0,461,Broadway & Ridge Ave,460,Clark St & Bryn Mawr Ave,Subscriber,Male,1991
21743839,2019-01-01 16:56:49,2019-01-01 17:25:59,5244,"1,750.0",145,Mies van der Rohe Way & Chestnut St,199,Wabash Ave & Grand Ave,Subscriber,,1982
21743840,2019-01-01 16:57:34,2019-01-01 17:02:15,1279,281.0,414,Canal St & Taylor St,109,900 W Harrison St,Subscriber,Male,1985
21743841,2019-01-01 16:58:09,2019-01-01 17:04:50,6256,401.0,303,Broadway & Cornelia Ave,156,Clark St & Wellington Ave,Subscriber,Male,1964
21743844,2019-01-01 16:59:14,2019-01-01 17:11:02,5313,708.0,260,Kedzie Ave & Milwaukee Ave,258,Logan Blvd & Elston Ave,Subscriber,Male,1988
21743845,2019-01-01 16:59:42,2019-01-01 17:05:01,7,319.0,180,Ritchie Ct & Banks St,289,Wells St & Concord Ln,Subscriber,Male,1991
21743846,2019-01-01 16:59:42,2019-01-01 17:04:56,5529,314.0,454,Broadway & Granville Ave,461,Broadway & Ridge Ave,Subscriber,Female,1985
21743847,2019-01-01 17:00:02,2019-01-01 17:52:17,3979,"3,135.0",106,State St & Pearson St,133,Kingsbury St & Kinzie St,Subscriber,,
21743849,2019-01-01 17:00:39,2019-01-01 17:14:06,6162,807.0,244,Ravenswood Ave & Irving Park Rd,244,Ravenswood Ave & Irving Park Rd,Subscriber,Female,1958
21743851,2019-01-01 17:01:13,2019-01-01 17:52:05,6128,"3,052.0",419,Lake Park Ave & 53rd St,418,Ellis Ave & 53rd St,Customer,,
21743854,2019-01-01 17:02:38,2019-01-01 17:13:03,3582,625.0,303,Broadway & Cornelia Ave,229,Southport Ave & Roscoe St,Subscriber,Male,1990
21743857,2019-01-01 17:03:09,2019-01-01 17:04:29,5910,80.0,97,Field Museum,97,Field Museum,Customer,,
21743858,2019-01-01 17:03:29,2019-01-01 17:29:30,14,"1,561.0",97,Field Museum,35,Streeter Dr & Grand Ave,Customer,,
21743861,2019-01-01 17:04:26,2019-01-01 17:20:31,5701,965.0,43,Michigan Ave & Washington St,172,Rush St & Cedar St,Subscriber,Male,1958
21743862,2019-01-01 17:04:27,2019-01-01 17:13:44,2640,557.0,41,Federal St & Polk St,81,Daley Center Plaza,Subscriber,Male,1966
21743863,2019-01-01 17:04:28,2019-01-01 17:12:30,200,482.0,359,Larrabee St & Division St,54,Ogden Ave & Chicago Ave,Subscriber,Female,1993
21743864,2019-01-01 17:04:28,2019-01-01 17:09:22,70,294.0,107,Desplaines St & Jackson Blvd,283,LaSalle St & Jackson Blvd,Subscriber,Male,1969
21743865,2019-01-01 17:05:16,2019-01-01 17:11:37,1502,381.0,77,Clinton St & Madison St,21,Aberdeen St & Jackson Blvd,Subscriber,Male,1992
21743866,2019-01-01 17:06:00,2019-01-01 17:09:01,2330,181.0,241,Morgan St & Polk St,22,May St & Taylor St,Subscriber,Male,1983
21743867,2019-01-01 17:06:12,2019-01-01 17:18:46,4903,754.0,258,Logan Blvd & Elston Ave,502,California Ave & Altgeld St,Subscriber,Male,1975
21743868,2019-01-01 17:06:38,2019-01-01 17:19:02,610,744.0,299,Halsted St & Roscoe St,327,Sheffield Ave & Webster Ave,Subscriber,Male,1991
21743869,2019-01-01 17:06:48,2019-01-01 17:21:08,2437,860.0,74,Kingsbury St & Erie St,52,Michigan Ave & Lake St,Subscriber,Female,1968
21743870,2019-01-01 17:06:50,2019-01-01 17:12:44,5761,354.0,317,Wood St & Taylor St,644,Western Ave & Fillmore St (*),Subscriber,Female,1994
21743871,2019-01-01 17:06:49,2019-01-01 17:16:17,2340,568.0,133,Kingsbury St & Kinzie St,182,Wells St & Elm St,Subscriber,Female,1962
21743874,2019-01-01 17:07:48,2019-01-01 17:09:03,3401,75.0,323,Sheridan Rd & Lawrence Ave,253,Winthrop Ave & Lawrence Ave,Subscriber,Male,1987
21743875,2019-01-01 17:07:54,2019-01-01 17:29:41,1087,"1,307.0",97,Field Museum,35,Streeter Dr & Grand Ave,Customer,,
21743876,2019-01-01 17:08:16,2019-01-01 17:19:57,6144,701.0,427,Cottage Grove Ave & 63rd St,424,Museum of Science and Industry,Subscriber,Male,1993
21743879,2019-01-01 17:08:48,2019-01-01 17:16:48,3775,480.0,110,Dearborn St & Erie St,172,Rush St & Cedar St,Subscriber,Female,1996
21743880,2019-01-01 17:09:32,2019-01-01 17:15:23,5973,351.0,186,Ogden Ave & Race Ave,233,Sangamon St & Washington Blvd (*),Subscriber,Male,1990
21743881,2019-01-01 17:10:11,2019-01-01 17:17:03,134,412.0,115,Sheffield Ave & Wellington Ave,127,Lincoln Ave & Fullerton Ave,Subscriber,Female,1985
21743882,2019-01-01 17:11:00,2019-01-01 17:15:17,3978,257.0,227,Southport Ave & Waveland Ave,230,Lincoln Ave & Roscoe St,Subscriber,Male,1993
21743883,2019-01-01 17:11:21,2019-01-01 18:18:35,3335,"4,034.0",199,Wabash Ave & Grand Ave,84,Milwaukee Ave & Grand Ave,Subscriber,Female,1979
21743884,2019-01-01 17:12:15,2019-01-01 17:25:23,2211,788.0,342,Wolcott Ave & Polk St,107,Desplaines St & Jackson Blvd,Subscriber,Male,1970
21743885,2019-01-01 17:15:06,2019-01-01 17:19:27,6162,261.0,244,Ravenswood Ave & Irving Park Rd,314,Ravenswood Ave & Berteau Ave,Subscriber,Female,1958
21743886,2019-01-01 17:15:10,2019-01-01 17:17:27,3401,137.0,253,Winthrop Ave & Lawrence Ave,293,Broadway & Wilson Ave,Subscriber,Male,1987
21743887,2019-01-01 17:15:22,2019-01-01 17:18:52,4873,210.0,294,Broadway & Berwyn Ave,463,Clark St & Berwyn Ave,Subscriber,,1964
21743888,2019-01-01 17:16:48,2019-01-01 17:25:22,5231,514.0,61,Wood St & Milwaukee Ave,116,Western Ave & Winnebago Ave,Subscriber,Male,1990
21743889,2019-01-01 17:17:13,2019-01-01 17:23:45,2630,392.0,61,Wood St & Milwaukee Ave,159,Claremont Ave & Hirsch St,Subscriber,Male,1992
21743890,2019-01-01 17:18:17,2019-01-01 17:23:34,4140,317.0,250,Ashland Ave & Wellington Ave,162,Damen Ave & Wellington Ave,Subscriber,Female,1982
21743891,2019-01-01 17:18:25,2019-01-01 17:36:19,2561,"1,074.0",141,Clark St & Lincoln Ave,99,Lake Shore Dr & Ohio St,Subscriber,Male,1989
21743892,2019-01-01 17:19:00,2019-01-01 17:28:58,300,598.0,100,Orleans St & Merchandise Mart Plaza,56,Desplaines St & Kinzie St,Subscriber,Male,1990
